gen,filename,PCE,donor
50,19_126_39,18.129038,PBCT-2F
28,39_118_64,18.128662,PBCT-2F
93,67_83_39,18.127958,PBCT-2F
53,39_100_138_28_39,18.127709,PBCT-2F
92,39_132_6,18.127495,PBCT-2F
65,39_28_86_30_37,18.12743,PBCT-2F
16,39_50_86_148_12,18.125131,PBCT-2F
86,39_115_28,18.12467,PBCT-2F
39,29_115_39,18.124076,PBCT-2F
51,39_104_60,18.123817,PBCT-2F
57,39_28_86_67_48,18.118442,PBCT-2F
33,39_130_45,18.117282,PBCT-2F
32,39_158_130_158_39,18.116723,PBCT-2F
64,39_110_130_3_39,18.115719,PBCT-2F
45,39_50_72_28_39,18.114639,PBCT-2F
23,64_113_39,18.113454,PBCT-2F
77,39_130_149_3_39,18.112751,PBCT-2F
15,39_113_1,18.109549,PBCT-2F
24,39_57_65,18.108474,PBCT-2F
28,39_28_86_69_50,18.108033,PBCT-2F
41,39_29_86_29_42,18.10732,PBCT-2F
22,39_135_44,18.107162,PBCT-2F
19,39_12_86_12_6,18.103496,PBCT-2F
58,39_104_12,18.102615,PBCT-2F
45,39_126_21,18.100396,PBCT-2F
53,39_28_86_39_40,18.100065,PBCT-2F
71,56_118_39,18.099633,PBCT-2F
19,39_100_41,18.099566,PBCT-2F
72,39_135_36,18.099201,PBCT-2F
18,39_113_66,18.09779,PBCT-2F
32,39_50_86_50_17,18.096669,PBCT-2F
86,56_132_39,18.095956,PBCT-2F
93,39_18_130_28_39,18.094903,PBCT-2F
66,39_132_61,18.094808,PBCT-2F
59,39_28_86_16_16,18.094741,PBCT-2F
56,39_118_130_133_39,18.092372,PBCT-2F
82,39_118_56,18.090684,PBCT-2F
21,39_71_86_156_47,18.090252,PBCT-2F
93,39_130_8_130_39,18.090094,PBCT-2F
33,39_118_60,18.08945,PBCT-2F
67,39_130_127_130_33,18.08833,PBCT-2F
22,39_135_17,18.086772,PBCT-2F
40,39_113_63,18.086346,PBCT-2F
44,39_118_32,18.08612,PBCT-2F
88,39_118_28,18.085963,PBCT-2F
93,39_100_44,18.085876,PBCT-2F
70,39_118_61,18.08572,PBCT-2F
34,39_100_26,18.084374,PBCT-2F
11,39_113_60,18.084013,PBCT-2F
55,39_100_86_100_14,18.08397,PBCT-2F
64,39_118_1,18.083266,PBCT-2F
56,39_83_8,18.082914,PBCT-2F
41,39_39_130_39_39,18.082559,PBCT-2F
7,39_100_38,18.081066,PBCT-2F
36,39_50_86_50_50,18.080732,PBCT-2F
46,39_130_36,18.078334,PBCT-2F
63,39_113_0,18.078042,PBCT-2F
94,39_43_130_70_39,18.077122,PBCT-2F
36,39_167_130_76_39,18.076333,PBCT-2F
76,30_118_39,18.075258,PBCT-2F
36,38_130_39,18.074723,PBCT-2F
65,39_104_61,18.071718,PBCT-2F
50,39_3_86_63_1,18.07157,PBCT-2F
64,39_130_37,18.07151,PBCT-2F
84,39_100_42,18.069101,PBCT-2F
93,39_24_12,18.068934,PBCT-2F
63,39_130_127_130_61,18.068547,PBCT-2F
72,39_118_30,18.067984,PBCT-2F
17,39_50_86_76_54,18.067156,PBCT-2F
91,39_115_41,18.066547,PBCT-2F
96,39_61_130_61_39,18.066467,PBCT-2F
88,39_132_49,18.066341,PBCT-2F
85,34_34_39,18.066076,PBCT-2F
84,39_100_12,18.065508,PBCT-2F
35,39_83_2,18.064534,PBCT-2F
92,39_42_130_50_39,18.064314,PBCT-2F
74,39_20_127_133_39,18.063868,PBCT-2F
41,39_28_86_116_40,18.063326,PBCT-2F
60,39_135_2,18.063097,PBCT-2F
25,28_118_39,18.06055,PBCT-2F
58,39_130_2,18.056446,PBCT-2F
49,39_132_12,18.052711,PBCT-2F
41,39_28_86_121_44,18.052168,PBCT-2F
41,39_56_86_50_12,18.048097,PBCT-2F
44,39_104_26,18.046923,PBCT-2F
11,39_100_17,18.046769,PBCT-2F
53,39_130_110_133_39,18.045742,PBCT-2F
16,29_113_39,18.044623,PBCT-2F
97,65_126_6,18.042282,PBCT-2F
71,39_130_58,18.042254,PBCT-2F
53,39_28_44_28_39,18.039307,PBCT-2F
84,58_34_39,18.038762,PBCT-2F
87,39_133_43,18.038,PBCT-2F
42,39_118_46,18.037403,PBCT-2F
54,39_83_14,18.035871,PBCT-2F
38,39_115_11,18.035224,PBCT-2F
48,39_104_43,18.033339,PBCT-2F
92,39_34_34,18.030152,PBCT-2F
46,39_113_4,18.029716,PBCT-2F
24,37_135_39,18.028439,PBCT-2F
30,39_26_130_28_39,18.027896,PBCT-2F
52,39_28_86_125_57,18.025537,PBCT-2F
50,39_118_4,18.025361,PBCT-2F
9,39_113_33,18.025173,PBCT-2F
70,39_130_127_130_20,18.024694,PBCT-2F
34,39_130_130_125_65,18.022725,PBCT-2F
55,39_29_86_29_50,18.020882,PBCT-2F
78,39_127_6,18.020685,PBCT-2F
81,39_50_127_50_39,18.018861,PBCT-2F
46,39_28_86_79_7,18.018691,PBCT-2F
80,39_24_47,18.017222,PBCT-2F
28,39_115_49,18.01514,PBCT-2F
81,20_126_39,18.014688,PBCT-2F
15,39_118_54,18.014091,PBCT-2F
60,39_132_56,18.01076,PBCT-2F
96,17_133_39,18.010383,PBCT-2F
67,39_28_150_130_39,18.009538,PBCT-2F
28,39_153_86_153_37,18.009299,PBCT-2F
42,39_28_86_163_40,18.008009,PBCT-2F
18,39_153_86_153_67,18.007065,PBCT-2F
100,39_130_131_3_39,18.006291,PBCT-2F
48,39_115_27,18.006169,PBCT-2F
64,39_15_86_55_59,18.005652,PBCT-2F
37,39_135_37,18.005427,PBCT-2F
25,39_50_86_27_47,18.005033,PBCT-2F
30,39_135_58,18.004924,PBCT-2F
20,39_113_86_113_68,18.00324,PBCT-2F
32,39_118_15,18.003181,PBCT-2F
52,39_115_9,18.002838,PBCT-2F
15,39_71_86_71_10,18.001007,PBCT-2F
8,9_6_86_6_39,18.000768,PBCT-2F
26,39_50_86_148_14,17.997868,PBCT-2F
47,39_132_9,17.994528,PBCT-2F
30,10_135_39,17.994029,PBCT-2F
22,39_50_86_140_28,17.993753,PBCT-2F
32,39_167_130_73_39,17.991443,PBCT-2F
15,39_100_45,17.991435,PBCT-2F
45,39_100_86_100_52,17.990614,PBCT-2F
77,39_115_46,17.990439,PBCT-2F
44,39_56_130_56_39,17.990002,PBCT-2F
99,39_24_41,17.985726,PBCT-2F
54,39_130_59,17.985201,PBCT-2F
93,32_115_39,17.983974,PBCT-2F
59,0_126_6,17.982014,PBCT-2F
75,39_135_35,17.981897,PBCT-2F
75,39_78_6,17.980527,PBCT-2F
60,15_115_39,17.97998,PBCT-2F
23,39_130_34,17.979794,PBCT-2F
38,39_83_42,17.975406,PBCT-2F
58,39_99_60_28_39,17.975249,PBCT-2F
79,39_130_127_98_39,17.974989,PBCT-2F
15,39_118_66,17.974904,PBCT-2F
22,39_130_67,17.974209,PBCT-2F
36,39_130_146_28_39,17.97269,PBCT-2F
22,39_135_34,17.969895,PBCT-2F
25,39_130_68,17.969792,PBCT-2F
70,6_126_0,17.968065,PBCT-2F
32,39_50_86_50_13,17.967292,PBCT-2F
88,39_135_68,17.967266,PBCT-2F
80,39_104_28,17.966761,PBCT-2F
47,39_104_38,17.966445,PBCT-2F
35,39_28_86_64_5,17.965767,PBCT-2F
55,39_28_86_157_50,17.965282,PBCT-2F
13,39_113_54,17.965192,PBCT-2F
20,39_50_86_153_48,17.963454,PBCT-2F
57,39_100_86_115_68,17.963454,PBCT-2F
52,39_20_130_20_39,17.962917,PBCT-2F
31,39_50_86_59_56,17.95954,PBCT-2F
18,39_113_64,17.959093,PBCT-2F
39,39_132_0_130_39,17.958819,PBCT-2F
48,65_126_33,17.957237,PBCT-2F
56,58_135_39,17.956793,PBCT-2F
90,39_133_34,17.956441,PBCT-2F
46,67_135_39,17.95593,PBCT-2F
25,39_50_86_50_18,17.954651,PBCT-2F
39,39_104_36,17.954141,PBCT-2F
55,4_118_39,17.953737,PBCT-2F
41,39_28_86_138_22,17.953131,PBCT-2F
58,39_126_22,17.951609,PBCT-2F
95,39_110_130_133_39,17.951355,PBCT-2F
23,39_148_86_148_12,17.950869,PBCT-2F
53,39_28_121_130_39,17.946297,PBCT-2F
56,62_156_86_28_62,17.945925,PBCT-2F
65,39_3_86_142_8,17.942789,PBCT-2F
66,39_100_34,17.942167,PBCT-2F
23,68_100_39,17.94106,PBCT-2F
35,39_132_135_130_39,17.940228,PBCT-2F
53,39_113_46,17.939955,PBCT-2F
18,39_153_86_153_58,17.93657,PBCT-2F
44,39_118_47,17.934318,PBCT-2F
41,39_26_9,17.933636,PBCT-2F
80,56_78_39,17.933476,PBCT-2F
86,39_132_15,17.931174,PBCT-2F
84,39_113_32,17.93037,PBCT-2F
42,39_43_130_20_39,17.927057,PBCT-2F
88,39_83_19,17.922529,PBCT-2F
60,39_130_127_130_35,17.922255,PBCT-2F
67,39_118_38,17.919676,PBCT-2F
61,39_28_62_15_39,17.918421,PBCT-2F
53,39_115_32,17.914803,PBCT-2F
57,39_28_86_18_61,17.914436,PBCT-2F
62,39_3_86_139_67,17.913031,PBCT-2F
60,39_28_86_17_31,17.909605,PBCT-2F
25,39_28_86_59_51,17.909163,PBCT-2F
25,39_130_24,17.907066,PBCT-2F
43,39_126_13,17.907034,PBCT-2F
54,61_132_39,17.906793,PBCT-2F
43,39_28_86_104_11,17.903763,PBCT-2F
68,39_100_68,17.903247,PBCT-2F
53,39_130_14,17.900292,PBCT-2F
46,39_100_86_100_16,17.899428,PBCT-2F
65,39_104_41,17.898954,PBCT-2F
90,39_130_127_130_34,17.898472,PBCT-2F
47,39_83_7,17.896935,PBCT-2F
56,30_126_65,17.896299,PBCT-2F
73,63_126_6,17.894074,PBCT-2F
92,39_115_10,17.893374,PBCT-2F
46,39_48_130_48_39,17.893223,PBCT-2F
18,39_113_61,17.892095,PBCT-2F
79,26_104_39,17.888263,PBCT-2F
21,39_100_35,17.886542,PBCT-2F
14,39_118_11,17.885936,PBCT-2F
92,39_3_51_130_39,17.883472,PBCT-2F
46,29_126_65,17.883387,PBCT-2F
92,39_78_0,17.88297,PBCT-2F
85,39_78_15,17.881485,PBCT-2F
79,39_130_127_130_37,17.881039,PBCT-2F
72,47_118_39,17.880113,PBCT-2F
99,39_118_10,17.876117,PBCT-2F
76,39_113_35,17.874916,PBCT-2F
21,39_153_86_41_49,17.872529,PBCT-2F
41,39_29_86_29_52,17.872347,PBCT-2F
99,39_133_58,17.869301,PBCT-2F
37,39_56_86_56_55,17.868699,PBCT-2F
98,39_34_18,17.868503,PBCT-2F
58,39_135_3,17.868333,PBCT-2F
87,39_24_68,17.867319,PBCT-2F
50,39_126_48,17.862367,PBCT-2F
94,39_132_44,17.86088,PBCT-2F
61,39_115_44,17.858179,PBCT-2F
28,39_100_8,17.856863,PBCT-2F
89,39_34_57,17.855383,PBCT-2F
46,39_130_8,17.85514,PBCT-2F
22,39_71_86_71_50,17.854828,PBCT-2F
17,39_15_86_15_16,17.852686,PBCT-2F
35,39_56_86_49_54,17.852138,PBCT-2F
76,17_104_39,17.851952,PBCT-2F
12,39_100_2,17.848307,PBCT-2F
58,39_23_130_125_39,17.847088,PBCT-2F
71,39_83_50,17.846612,PBCT-2F
10,39_113_38,17.845357,PBCT-2F
81,39_24_37,17.842881,PBCT-2F
79,39_22_0,17.841613,PBCT-2F
44,39_50_86_85_46,17.839872,PBCT-2F
12,43_71_86_71_39,17.838729,PBCT-2F
46,39_115_34,17.837738,PBCT-2F
99,39_34_50,17.836636,PBCT-2F
81,39_100_14,17.836575,PBCT-2F
90,24_135_39,17.824164,PBCT-2F
57,39_100_67,17.824053,PBCT-2F
48,65_15_86_28_65,17.822864,PBCT-2F
36,39_28_112_167_39,17.818338,PBCT-2F
81,37_104_39,17.81712,PBCT-2F
56,39_28_86_42_51,17.815278,PBCT-2F
81,39_34_42,17.813673,PBCT-2F
85,39_86_130_86_39,17.812092,PBCT-2F
65,39_104_37,17.811544,PBCT-2F
59,39_153_86_153_13,17.810158,PBCT-2F
68,39_118_17,17.808323,PBCT-2F
72,39_3_130_3_6,17.806668,PBCT-2F
72,44_132_39,17.805953,PBCT-2F
91,39_130_130_3_61,17.805487,PBCT-2F
51,39_28_127_121_39,17.804316,PBCT-2F
84,36_118_39,17.801701,PBCT-2F
41,39_120_130_162_39,17.801365,PBCT-2F
15,39_50_86_50_51,17.799852,PBCT-2F
36,39_28_103_167_39,17.795962,PBCT-2F
60,40_83_39,17.795437,PBCT-2F
46,47_115_39,17.794097,PBCT-2F
54,39_28_86_128_22,17.792272,PBCT-2F
19,39_15_86_62_21,17.791889,PBCT-2F
75,39_132_17,17.788055,PBCT-2F
91,39_130_111_50_39,17.787722,PBCT-2F
71,39_130_130_50_65,17.784941,PBCT-2F
28,39_100_7,17.783266,PBCT-2F
42,39_29_86_29_51,17.782196,PBCT-2F
74,39_125_127_161_39,17.781599,PBCT-2F
11,39_113_47,17.781491,PBCT-2F
41,39_153_86_153_42,17.781205,PBCT-2F
31,39_118_35,17.781082,PBCT-2F
52,65_28_86_29_65,17.780291,PBCT-2F
28,39_130_7,17.779448,PBCT-2F
45,39_104_68,17.779019,PBCT-2F
57,39_29_86_12_13,17.777907,PBCT-2F
24,39_50_86_14_2,17.777708,PBCT-2F
33,39_120_12_28_39,17.777553,PBCT-2F
38,39_28_49_15_39,17.777189,PBCT-2F
42,39_104_2,17.77643,PBCT-2F
48,64_15_86_28_64,17.776315,PBCT-2F
43,49_126_9,17.773484,PBCT-2F
66,39_132_10,17.769362,PBCT-2F
59,39_130_129_130_54,17.769155,PBCT-2F
87,39_130_130_37_62,17.765048,PBCT-2F
96,39_43_59_130_39,17.764663,PBCT-2F
22,39_135_57,17.762804,PBCT-2F
29,39_28_86_2_2,17.762484,PBCT-2F
49,39_99_86_99_68,17.758168,PBCT-2F
67,39_130_57,17.756372,PBCT-2F
36,39_83_52,17.754697,PBCT-2F
27,39_98_86_98_39,17.752695,PBCT-2F
9,39_100_23,17.751622,PBCT-2F
10,39_113_17,17.750685,PBCT-2F
22,39_15_86_82_14,17.750627,PBCT-2F
21,39_130_50,17.748417,PBCT-2F
35,39_83_5,17.74806,PBCT-2F
44,59_104_39,17.747352,PBCT-2F
56,65_3_86_28_65,17.747138,PBCT-2F
53,39_28_42_3_39,17.745811,PBCT-2F
87,39_115_21,17.745283,PBCT-2F
42,39_83_16,17.742992,PBCT-2F
56,23_104_39,17.739532,PBCT-2F
87,39_24_59,17.737517,PBCT-2F
82,39_100_50,17.737509,PBCT-2F
38,39_100_37,17.736085,PBCT-2F
96,39_133_31,17.735723,PBCT-2F
36,39_28_86_51_23,17.734311,PBCT-2F
27,39_113_37,17.733267,PBCT-2F
61,6_28_86_156_6,17.732012,PBCT-2F
36,39_44_130_120_39,17.728538,PBCT-2F
86,39_100_52,17.727563,PBCT-2F
56,39_132_11,17.725778,PBCT-2F
35,39_115_35,17.725093,PBCT-2F
36,39_130_130_113_30,17.723946,PBCT-2F
97,39_132_41,17.723562,PBCT-2F
47,39_118_59,17.722996,PBCT-2F
32,39_83_53,17.721601,PBCT-2F
93,39_135_5,17.721529,PBCT-2F
77,39_118_41,17.720774,PBCT-2F
17,39_71_86_109_59,17.720646,PBCT-2F
54,39_156_86_1_49,17.72029,PBCT-2F
15,39_100_53,17.718869,PBCT-2F
71,39_133_23_130_39,17.718154,PBCT-2F
44,39_104_8,17.717535,PBCT-2F
57,39_6_129_6_39,17.715706,PBCT-2F
77,39_130_127_130_24,17.713018,PBCT-2F
32,39_83_51,17.7125,PBCT-2F
11,39_100_31,17.711183,PBCT-2F
95,39_34_51,17.707416,PBCT-2F
52,63_28_86_15_63,17.70718,PBCT-2F
11,39_100_24,17.70502,PBCT-2F
88,39_133_24,17.704972,PBCT-2F
97,58_104_39,17.702151,PBCT-2F
56,28_126_0,17.702067,PBCT-2F
43,16_83_39,17.701297,PBCT-2F
60,0_50_86_28_0,17.700304,PBCT-2F
46,39_115_45,17.696144,PBCT-2F
27,39_153_5_153_39,17.693502,PBCT-2F
26,39_83_57,17.692357,PBCT-2F
48,39_135_50,17.691634,PBCT-2F
35,39_115_67,17.689837,PBCT-2F
51,39_15_56_28_39,17.686202,PBCT-2F
80,39_130_127_132_25,17.684995,PBCT-2F
48,39_28_86_134_61,17.684461,PBCT-2F
82,39_24_7,17.683716,PBCT-2F
34,39_28_112_120_39,17.683254,PBCT-2F
50,39_3_86_119_5,17.682391,PBCT-2F
20,39_135_7,17.682039,PBCT-2F
75,39_132_68,17.680969,PBCT-2F
85,39_24_3,17.680946,PBCT-2F
32,39_15_86_15_48,17.680129,PBCT-2F
34,13_83_39,17.679449,PBCT-2F
17,39_135_31,17.678697,PBCT-2F
92,39_34_16,17.676505,PBCT-2F
28,39_113_58,17.672203,PBCT-2F
19,39_135_42,17.670239,PBCT-2F
18,39_60_39,17.66969,PBCT-2F
48,1_126_64,17.669613,PBCT-2F
29,65_130_130_52_39,17.669122,PBCT-2F
90,19_100_39,17.667075,PBCT-2F
55,39_104_14,17.666061,PBCT-2F
85,39_34_21,17.665482,PBCT-2F
72,39_113_67,17.665087,PBCT-2F
43,39_100_40,17.663317,PBCT-2F
33,39_130_130_4_46,17.662917,PBCT-2F
96,39_133_52,17.66245,PBCT-2F
83,39_24_50,17.660984,PBCT-2F
20,39_130_51,17.660927,PBCT-2F
89,39_130_127_130_23,17.660237,PBCT-2F
55,39_113_59,17.654287,PBCT-2F
97,39_130_130_168_55,17.652319,PBCT-2F
48,39_132_8,17.65117,PBCT-2F
29,2_118_39,17.651003,PBCT-2F
40,39_115_37,17.650423,PBCT-2F
78,39_130_52,17.646293,PBCT-2F
15,39_130_31,17.643951,PBCT-2F
18,39_130_53,17.643893,PBCT-2F
44,61_126_64,17.643432,PBCT-2F
61,54_28_86_28_54,17.640343,PBCT-2F
52,39_118_2,17.638727,PBCT-2F
51,67_115_39,17.638536,PBCT-2F
61,39_15_86_39_31,17.636475,PBCT-2F
97,39_24_24,17.635695,PBCT-2F
26,39_153_86_168_2,17.635614,PBCT-2F
62,39_156_86_64_12,17.634686,PBCT-2F
99,39_115_20,17.633925,PBCT-2F
51,9_3_86_28_9,17.633633,PBCT-2F
64,39_99_86_99_8,17.63297,PBCT-2F
10,62_100_65,17.632616,PBCT-2F
90,47_78_39,17.63166,PBCT-2F
23,39_108_62,17.630773,PBCT-2F
41,39_158_86_165_21,17.625891,PBCT-2F
84,39_130_130_25_25,17.625615,PBCT-2F
40,39_130_36_39_39,17.624833,PBCT-2F
47,39_113_3,17.62399,PBCT-2F
79,3_104_39,17.623751,PBCT-2F
59,9_28_86_29_9,17.620509,PBCT-2F
87,35_132_39,17.620232,PBCT-2F
61,39_100_27_28_39,17.618144,PBCT-2F
74,39_135_52,17.616733,PBCT-2F
78,39_78_47,17.615173,PBCT-2F
25,39_153_86_153_22,17.614953,PBCT-2F
42,39_28_86_135_16,17.61477,PBCT-2F
24,65_15_86_15_65,17.613941,PBCT-2F
22,39_50_86_88_28,17.613442,PBCT-2F
52,39_28_66_153_39,17.612837,PBCT-2F
29,39_18_86_18_39,17.612542,PBCT-2F
89,2_113_39,17.61151,PBCT-2F
9,62_100_25,17.610269,PBCT-2F
73,39_132_45,17.6086,PBCT-2F
78,39_135_40,17.608518,PBCT-2F
63,63_28_86_3_63,17.606123,PBCT-2F
62,46_126_66,17.605598,PBCT-2F
75,22_83_39,17.605537,PBCT-2F
44,55_3_86_28_55,17.60539,PBCT-2F
49,39_28_1_50_39,17.602178,PBCT-2F
22,39_108_65,17.601703,PBCT-2F
16,39_119_86_119_47,17.601403,PBCT-2F
47,39_100_86_47_36,17.601363,PBCT-2F
41,4_126_64,17.601289,PBCT-2F
25,39_28_86_88_52,17.601289,PBCT-2F
83,2_104_39,17.601207,PBCT-2F
56,39_115_59,17.600496,PBCT-2F
93,14_115_39,17.599864,PBCT-2F
40,39_15_86_59_42,17.598081,PBCT-2F
55,39_115_8,17.597985,PBCT-2F
35,39_15_20_28_39,17.597552,PBCT-2F
51,56_28_86_28_56,17.597528,PBCT-2F
93,8_115_39,17.592118,PBCT-2F
42,39_133_84_130_39,17.590912,PBCT-2F
76,10_126_0,17.590636,PBCT-2F
43,39_29_86_29_21,17.589601,PBCT-2F
15,39_108_6,17.589445,PBCT-2F
37,39_130_130_142_49,17.589407,PBCT-2F
26,39_115_58,17.586651,PBCT-2F
46,6_3_86_3_6,17.584957,PBCT-2F
100,39_104_57,17.582585,PBCT-2F
85,39_3_127_3_66,17.582212,PBCT-2F
62,39_71_39,17.581663,PBCT-2F
64,39_130_130_21_49,17.578935,PBCT-2F
66,39_100_57,17.571509,PBCT-2F
83,3_118_39,17.571004,PBCT-2F
47,39_118_18,17.570426,PBCT-2F
52,39_98_130_6_39,17.570333,PBCT-2F
66,15_126_0,17.569184,PBCT-2F
88,39_133_40,17.567863,PBCT-2F
38,39_130_130_139_4,17.561294,PBCT-2F
84,39_130_130_151_63,17.560018,PBCT-2F
24,62_134_39,17.558644,PBCT-2F
83,39_78_41,17.558401,PBCT-2F
94,36_126_0,17.5572,PBCT-2F
43,39_118_7,17.555684,PBCT-2F
16,39_100_21,17.55508,PBCT-2F
53,66_28_86_29_66,17.554285,PBCT-2F
63,39_50_13_28_39,17.553567,PBCT-2F
58,39_130_127_35_65,17.544977,PBCT-2F
68,39_3_130_3_44,17.544146,PBCT-2F
51,39_28_86_18_48,17.5435,PBCT-2F
82,41_78_39,17.541109,PBCT-2F
59,39_130_129_130_2,17.539661,PBCT-2F
27,39_115_5,17.537639,PBCT-2F
96,10_78_39,17.536295,PBCT-2F
60,39_132_67,17.536279,PBCT-2F
35,39_130_130_133_34,17.536038,PBCT-2F
79,5_113_39,17.535737,PBCT-2F
28,39_130_21,17.532996,PBCT-2F
60,39_130_13,17.53255,PBCT-2F
90,39_130_127_130_51,17.526891,PBCT-2F
53,39_100_51,17.526699,PBCT-2F
39,39_28_130_19_27,17.525778,PBCT-2F
33,39_115_24,17.523416,PBCT-2F
55,39_115_23,17.521237,PBCT-2F
73,39_130_127_102_63,17.519475,PBCT-2F
98,39_130_127_100_61,17.51844,PBCT-2F
63,60_15_86_28_60,17.51629,PBCT-2F
23,39_135_19,17.515892,PBCT-2F
14,9_101_86_101_39,17.513354,PBCT-2F
22,39_115_50,17.511977,PBCT-2F
62,39_132_50,17.511768,PBCT-2F
4,39_113_23,17.51035,PBCT-2F
69,39_118_19,17.509674,PBCT-2F
68,50_118_39,17.509108,PBCT-2F
81,39_24_57,17.508819,PBCT-2F
34,39_45_130_45_39,17.506954,PBCT-2F
13,53_130_39,17.506609,PBCT-2F
34,39_130_130_118_6,17.504754,PBCT-2F
28,39_135_21,17.499889,PBCT-2F
34,39_15_86_44_43,17.499693,PBCT-2F
65,39_99_86_99_48,17.497967,PBCT-2F
46,49_28_86_100_49,17.496279,PBCT-2F
78,39_34_48,17.4958,PBCT-2F
38,39_104_51,17.494545,PBCT-2F
15,39_101_39,17.489814,PBCT-2F
24,39_115_16,17.487485,PBCT-2F
33,39_118_50,17.487222,PBCT-2F
69,11_126_33,17.486365,PBCT-2F
37,39_15_86_84_38,17.484708,PBCT-2F
95,51_133_39,17.484625,PBCT-2F
67,39_107_66,17.483364,PBCT-2F
52,39_99_86_49_21,17.48325,PBCT-2F
23,23_115_39,17.482012,PBCT-2F
48,39_118_42,17.479877,PBCT-2F
16,39_5_39,17.477793,PBCT-2F
66,31_118_39,17.470823,PBCT-2F
11,39_113_52,17.469313,PBCT-2F
43,39_100_48,17.46554,PBCT-2F
88,39_113_24,17.464836,PBCT-2F
44,65_28_86_56_65,17.464283,PBCT-2F
57,39_130_22,17.459611,PBCT-2F
32,65_83_65,17.458688,PBCT-2F
34,39_118_24,17.457839,PBCT-2F
38,39_14_86_14_52,17.455507,PBCT-2F
98,39_118_31,17.454607,PBCT-2F
53,39_132_52,17.45286,PBCT-2F
82,39_125_55_125_39,17.448811,PBCT-2F
62,39_153_86_27_19,17.448263,PBCT-2F
60,57_118_39,17.447182,PBCT-2F
58,29_28_86_99_29,17.446764,PBCT-2F
28,39_65_130_65_39,17.445841,PBCT-2F
52,39_28_38_29_39,17.445255,PBCT-2F
13,27_100_62,17.443513,PBCT-2F
52,39_115_13,17.44264,PBCT-2F
86,39_78_8,17.440881,PBCT-2F
62,39_130_129_74_49,17.436052,PBCT-2F
57,39_115_52,17.435303,PBCT-2F
15,39_100_22,17.434956,PBCT-2F
29,39_108_9,17.434789,PBCT-2F
49,39_28_27_29_39,17.433861,PBCT-2F
34,39_37_9,17.43093,PBCT-2F
73,12_126_66,17.427951,PBCT-2F
27,39_65_39,17.418142,PBCT-2F
57,39_108_33,17.416736,PBCT-2F
52,39_135_13,17.416411,PBCT-2F
59,11_126_66,17.41452,PBCT-2F
46,49_28_86_50_49,17.414191,PBCT-2F
48,27_28_86_15_27,17.41401,PBCT-2F
79,39_104_16,17.411018,PBCT-2F
55,35_126_33,17.410962,PBCT-2F
30,39_49_86_49_16,17.409249,PBCT-2F
54,68_126_33,17.404374,PBCT-2F
93,39_118_23,17.402878,PBCT-2F
58,39_130_130_102_66,17.399928,PBCT-2F
19,39_50_43_50_39,17.398653,PBCT-2F
100,52_115_39,17.397278,PBCT-2F
16,33_108_39,17.397228,PBCT-2F
28,65_28_86_159_65,17.394691,PBCT-2F
25,39_113_50,17.394387,PBCT-2F
50,9_153_86_28_9,17.389207,PBCT-2F
3,65_100_65,17.388254,PBCT-2F
37,39_37_63,17.386681,PBCT-2F
25,39_50_86_155_3,17.385964,PBCT-2F
36,39_56_86_74_40,17.381215,PBCT-2F
60,54_3_86_28_54,17.375355,PBCT-2F
56,36_126_27,17.373837,PBCT-2F
38,17_28_86_28_17,17.372182,PBCT-2F
23,39_135_48,17.371996,PBCT-2F
20,39_50_86_136_16,17.370955,PBCT-2F
70,39_113_5,17.37087,PBCT-2F
40,55_83_65,17.367821,PBCT-2F
46,32_100_86_28_32,17.367792,PBCT-2F
95,13_104_39,17.363138,PBCT-2F
29,39_37_0,17.362437,PBCT-2F
26,39_153_73_50_39,17.35915,PBCT-2F
50,39_78_86_78_57,17.357298,PBCT-2F
27,39_118_52,17.356367,PBCT-2F
87,39_92_6,17.355128,PBCT-2F
27,9_130_65,17.353455,PBCT-2F
9,39_92_25,17.352088,PBCT-2F
61,39_130_127_139_11,17.348203,PBCT-2F
10,62_132_25,17.34658,PBCT-2F
40,39_56_86_156_57,17.346221,PBCT-2F
35,39_18_130_158_39,17.345299,PBCT-2F
6,65_100_25,17.342178,PBCT-2F
33,39_115_31,17.340205,PBCT-2F
14,39_92_27,17.336317,PBCT-2F
6,65_100_33,17.335043,PBCT-2F
60,12_50_86_28_12,17.334818,PBCT-2F
15,39_92_49,17.332302,PBCT-2F
60,39_50_86_83_45,17.330833,PBCT-2F
31,33_28_86_50_33,17.327871,PBCT-2F
19,39_92_66,17.326995,PBCT-2F
57,22_104_39,17.324405,PBCT-2F
5,27_100_65,17.324225,PBCT-2F
33,39_108_1,17.323475,PBCT-2F
61,41_28_86_28_41,17.320602,PBCT-2F
64,56_100_86_28_56,17.319072,PBCT-2F
54,43_28_86_28_43,17.317001,PBCT-2F
95,39_78_14,17.314672,PBCT-2F
29,39_37_64,17.312773,PBCT-2F
39,39_135_22,17.312454,PBCT-2F
54,39_113_53,17.311681,PBCT-2F
24,39_134_65,17.309557,PBCT-2F
74,39_104_21,17.306513,PBCT-2F
68,39_133_130_117_9,17.306377,PBCT-2F
100,64_126_67,17.303917,PBCT-2F
70,39_114_65,17.29758,PBCT-2F
34,33_100_65,17.294888,PBCT-2F
18,39_92_64,17.291732,PBCT-2F
82,39_78_31,17.28824,PBCT-2F
72,39_122_127_122_39,17.286788,PBCT-2F
