wavelength,1.5 AM irrandiance,Normalized 1.5AM
3330,0.0047014,3.28E-03
3335,0.009147,6.38E-03
3340,0.0034903,2.43E-03
3345,0.0035722,2.49E-03
3350,0.0080998,5.65E-03
3355,0.0036642,2.55E-03
3360,0.0052892,3.69E-03
3365,0.0072591,5.06E-03
3370,0.003977,2.77E-03
3375,0.0085388,5.95E-03
3380,0.0051624,3.60E-03
3385,0.007565,5.27E-03
3390,0.0099552,6.94E-03
3395,0.0096446,6.72E-03
3400,0.012638,8.81E-03
3405,0.0045061,3.14E-03
3410,0.0071547,4.99E-03
3415,0.0073543,5.13E-03
3420,0.013305,9.27E-03
3425,0.010112,7.05E-03
3430,0.008781,6.12E-03
3435,0.011673,8.14E-03
3440,0.0081181,5.66E-03
3445,0.011434,7.97E-03
3450,0.011267,7.85E-03
3455,0.0083938,5.85E-03
3460,0.012657,8.82E-03
3465,0.0099163,6.91E-03
3470,0.012386,8.63E-03
3475,0.011051,7.70E-03
3480,0.011335,7.90E-03
3485,0.012212,8.51E-03
3490,0.01052,7.33E-03
3495,0.012383,8.63E-03
3500,0.012032,8.39E-03
3505,0.011923,8.31E-03
3510,0.012077,8.42E-03
3515,0.011598,8.08E-03
3520,0.012226,8.52E-03
3525,0.011523,8.03E-03
3530,0.011217,7.82E-03
3535,0.0095305,6.64E-03
3540,0.0091011,6.34E-03
3545,0.0096154,6.70E-03
3550,0.010616,7.40E-03
3555,0.0091245,6.36E-03
3560,0.010872,7.58E-03
3565,0.010928,7.62E-03
3570,0.0083951,5.85E-03
3575,0.0087028,6.07E-03
3580,0.010255,7.15E-03
3585,0.0092282,6.43E-03
3590,0.0095145,6.63E-03
3595,0.0097329,6.78E-03
3600,0.010328,7.20E-03
3605,0.010425,7.27E-03
3610,0.0095385,6.65E-03
3615,0.0095318,6.64E-03
3620,0.011686,8.14E-03
3625,0.010302,7.18E-03
3630,0.010016,6.98E-03
3635,0.010362,7.22E-03
3640,0.011549,8.05E-03
3645,0.010663,7.43E-03
3650,0.010183,7.10E-03
3655,0.011042,7.70E-03
3660,0.010978,7.65E-03
3665,0.010313,7.19E-03
3670,0.0079464,5.54E-03
3675,0.0048569,3.39E-03
3680,0.0083789,5.84E-03
3685,0.0094906,6.61E-03
3690,0.0097458,6.79E-03
3695,0.010188,7.10E-03
3700,0.010937,7.62E-03
3705,0.010827,7.55E-03
3710,0.009413,6.56E-03
3715,0.0092731,6.46E-03
3720,0.010429,7.27E-03
3725,0.010751,7.49E-03
3730,0.0093169,6.49E-03
3735,0.008626,6.01E-03
3740,0.0088923,6.20E-03
3745,0.01038,7.23E-03
3750,0.0093341,6.51E-03
3755,0.0090336,6.30E-03
3760,0.0089041,6.21E-03
3765,0.0085891,5.99E-03
3770,0.0091649,6.39E-03
3775,0.0090918,6.34E-03
3780,0.0096158,6.70E-03
3785,0.0088498,6.17E-03
3790,0.0077891,5.43E-03
3795,0.0089056,6.21E-03
3800,0.0098988,6.90E-03
3805,0.0093414,6.51E-03
3810,0.0082771,5.77E-03
3815,0.0077867,5.43E-03
3820,0.0096908,6.75E-03
3825,0.0095402,6.65E-03
3830,0.0096268,6.71E-03
3835,0.007719,5.38E-03
3840,0.0090066,6.28E-03
3845,0.0088097,6.14E-03
3850,0.0088569,6.17E-03
3855,0.0085365,5.95E-03
3860,0.0080197,5.59E-03
3865,0.0081248,5.66E-03
3870,0.0073839,5.15E-03
3875,0.0067832,4.73E-03
3880,0.0065543,4.57E-03
3885,0.0067926,4.73E-03
3890,0.0069028,4.81E-03
3895,0.0074983,5.23E-03
3900,0.0079487,5.54E-03
3905,0.00795,5.54E-03
3910,0.007156,4.99E-03
3915,0.007007,4.88E-03
3920,0.0069665,4.86E-03
3925,0.0068714,4.79E-03
3930,0.0070699,4.93E-03
3935,0.0073743,5.14E-03
3940,0.0074228,5.17E-03
3945,0.0075613,5.27E-03
3950,0.0076475,5.33E-03
3955,0.0077399,5.39E-03
3960,0.0077679,5.41E-03
3965,0.0078253,5.45E-03
3970,0.0076997,5.37E-03
3975,0.007528,5.25E-03
3980,0.0074049,5.16E-03
3985,0.0074503,5.19E-03
3990,0.0073894,5.15E-03
3995,0.0072263,5.04E-03
4000,0.0071199,4.96E-03
,--,--
,--,--
