gen,filename,PCE,acceptor
58,1050_61_101111,19.228769,39_126_39,
58,121_61_101111,19.228431,39_126_39,
58,934_61_111011,19.214890,39_126_39,
58,687_61_111011,19.206562,39_126_39,
58,824_61_111011,19.192919,39_126_39,
58,687_61_101111,19.132746,39_126_39,
58,920_61_111001,19.130466,39_28_86_28_39,
58,824_61_101111,19.101043,39_126_39,
58,121_61_111011,19.090622,39_126_39,
58,184_99_111000,19.057100,39_28_86_28_39,
58,687_61_100011,18.443930,39_28_86_28_39,
58,920_61_101100,18.387857,39_126_39,
58,687_61_011001,18.202546,39_126_39,
58,1050_381_111101,17.688750,39_28_86_28_39,
58,184_61_001100,17.604355,39_28_86_28_39,
58,934_651_111011,17.197137,39_28_86_15_39,
58,1050_204_101111,16.860708,39_28_86_28_39,
58,824_1059_111011,16.759181,39_28_86_28_39,
58,1050_444_110111,16.058523,39_126_39,
59,1050_99_100111,20.623266,39_28_86_28_39,
59,121_99_100111,20.063561,39_28_86_15_39,
59,934_99_100111,20.054656,39_28_86_29_39,
59,934_99_001111,20.030360,39_29_86_28_39,
59,276_99_100111,19.986479,39_28_86_28_39,
59,1050_61_110111,19.423178,39_126_39,
59,687_61_111101,19.405331,39_126_39,
59,184_61_111011,19.383721,39_126_39,
59,1050_61_111011,19.381387,39_126_39,
59,920_61_110111,19.374986,39_126_39,
59,121_61_110111,19.327829,39_126_39,
59,920_61_101111,19.274726,39_126_39,
59,920_61_111011,19.264968,39_126_39,
59,1050_61_100111,19.255963,39_28_86_28_39,
59,1050_61_111101,19.245479,39_126_39,
59,1050_61_101111,19.228769,39_126_39,
59,121_61_101111,19.228431,39_126_39,
59,934_61_111011,19.214890,39_126_39,
59,687_61_111011,19.206562,39_126_39,
59,184_61_110111,19.026923,39_126_39,
59,934_61_100111,18.838163,39_126_39,
59,121_61_001111,18.693193,39_28_86_28_39,
59,1050_61_010111,18.662751,39_50_86_28_39,
59,121_156_110111,18.079135,39_28_86_28_39,
59,1050_25_111011,17.903122,39_28_86_28_39,
59,920_281_110111,17.545579,39_28_86_28_39,
59,121_874_101111,17.404359,39_28_86_15_39,
59,121_1028_100111,16.977317,39_28_86_28_39,
59,687_899_110111,16.937331,39_3_86_28_39,
59,121_52_100111,16.905528,39_28_86_28_39,
59,934_442_111011,16.571099,39_28_86_28_39,
59,1050_417_111011,16.463497,39_28_86_28_39,
60,1050_99_100111,20.623266,39_28_86_28_39,
60,920_99_100111,20.255715,39_15_86_28_39,
60,121_99_100111,20.063561,39_28_86_15_39,
60,934_99_100111,20.054656,39_28_86_29_39,
60,934_99_001111,20.030360,39_29_86_28_39,
60,276_99_100111,19.986479,39_28_86_28_39,
60,1145_99_100111,19.632278,39_28_86_50_39,
60,1050_61_110111,19.423178,39_126_39,
60,687_61_111101,19.405331,39_126_39,
60,184_61_111011,19.383721,39_126_39,
60,1050_61_111011,19.381387,39_126_39,
60,920_61_110111,19.374986,39_126_39,
60,121_61_110111,19.327829,39_126_39,
60,920_61_101111,19.274726,39_126_39,
60,920_61_111011,19.264968,39_126_39,
60,1050_61_100111,19.255963,39_28_86_28_39,
60,1050_61_111101,19.245479,39_126_39,
60,1050_61_101111,19.228769,39_126_39,
60,687_61_111011,19.206562,39_126_39,
60,920_61_100110,18.741803,39_28_86_28_39,
60,184_61_110110,18.727631,39_126_39,
60,934_99_001100,18.621333,39_28_86_15_39,
60,184_61_011110,18.393836,39_126_39,
60,276_61_100111,18.341047,39_28_86_28_39,
60,184_61_100011,18.114623,39_28_86_28_39,
60,1050_153_111101,17.905714,39_126_39,
60,1050_186_111101,17.843970,39_126_39,
60,1050_1002_111101,17.779334,39_28_86_28_39,
60,687_734_111011,16.941481,39_126_39,
60,121_1079_111011,16.666993,39_28_86_28_39,
60,1050_668_101111,16.616537,39_28_86_28_39,
60,1050_133_110111,16.458690,39_28_86_28_39,
61,1050_99_100111,20.623266,39_28_86_28_39,
61,1050_99_001111,20.269311,39_28_86_15_39,
61,920_99_100111,20.255715,39_15_86_28_39,
61,687_99_100111,20.128083,39_28_86_15_39,
61,121_99_110011,20.068594,39_28_86_15_39,
61,121_99_100111,20.063561,39_28_86_15_39,
61,934_99_100111,20.054656,39_28_86_29_39,
61,934_99_001111,20.030360,39_29_86_28_39,
61,276_99_100111,19.986479,39_28_86_28_39,
61,184_99_100111,19.908302,39_29_86_28_39,
61,1145_99_100111,19.632278,39_28_86_50_39,
61,1050_99_011100,19.524446,39_15_86_28_39,
61,1050_61_110111,19.423178,39_126_39,
61,687_61_111101,19.405331,39_126_39,
61,184_61_111011,19.383721,39_126_39,
61,1050_61_111011,19.381387,39_126_39,
61,920_61_110111,19.374986,39_126_39,
61,121_61_110111,19.327829,39_126_39,
61,920_61_101111,19.274726,39_126_39,
61,920_61_111011,19.264968,39_126_39,
61,1050_61_100111,19.255963,39_28_86_28_39,
61,920_61_100111,19.122471,39_28_86_28_39,
61,1050_61_111001,18.863897,39_28_86_28_39,
61,276_99_010011,18.846613,39_28_86_28_39,
61,920_61_010111,18.803313,39_126_39,
61,184_61_100111,18.742885,39_28_86_28_39,
61,687_61_100111,18.611147,39_3_86_28_39,
61,934_61_001111,18.597541,39_126_39,
61,920_61_010100,18.156857,39_28_86_28_39,
61,934_949_001111,17.967706,39_28_86_28_39,
61,920_1027_111011,17.860077,39_28_86_15_39,
61,687_340_110111,17.649491,39_126_39,
62,1050_99_100111,20.623266,39_28_86_28_39,
62,260_99_100111,20.425153,39_28_86_28_39,
62,1050_99_001111,20.269311,39_28_86_15_39,
62,920_99_100111,20.255715,39_15_86_28_39,
62,687_99_001111,20.252499,39_28_86_28_39,
62,687_99_100111,20.128083,39_28_86_15_39,
62,687_99_011011,20.080754,39_126_39,
62,121_99_110011,20.068594,39_28_86_15_39,
62,118_99_100111,20.068159,39_99_86_28_39,
62,121_99_100111,20.063561,39_28_86_15_39,
62,934_99_100111,20.054656,39_28_86_29_39,
62,934_99_001111,20.030360,39_29_86_28_39,
62,1050_99_101001,19.998041,39_28_86_28_39,
62,276_99_100111,19.986479,39_28_86_28_39,
62,184_99_100111,19.908302,39_29_86_28_39,
62,1145_99_100111,19.632278,39_28_86_50_39,
62,1050_99_011100,19.524446,39_15_86_28_39,
62,1050_61_110111,19.423178,39_126_39,
62,687_61_111101,19.405331,39_126_39,
62,184_61_111011,19.383721,39_126_39,
62,1050_61_111011,19.381387,39_126_39,
62,920_61_100111,19.122471,39_28_86_28_39,
62,1145_99_011100,19.107639,39_28_86_15_39,
62,934_61_001111,18.597541,39_126_39,
62,1023_61_100111,18.177487,39_126_39,
62,1050_99_000100,18.094914,39_28_86_28_39,
62,184_99_001000,17.807879,39_28_86_28_39,
62,687_61_010010,17.764976,39_28_86_28_39,
62,920_812_100111,17.672695,39_28_86_28_39,
62,934_527_001111,17.507705,39_15_86_28_39,
62,1050_129_100111,17.434279,39_28_86_28_39,
62,121_1076_100111,17.076385,39_28_86_28_39,
63,1050_99_100111,20.623266,39_28_86_28_39,
63,260_99_100111,20.425153,39_28_86_28_39,
63,1050_99_001111,20.269311,39_28_86_15_39,
63,920_99_100111,20.255715,39_15_86_28_39,
63,687_99_001111,20.252499,39_28_86_28_39,
63,1050_99_011101,20.144343,39_28_86_50_39,
63,687_99_100111,20.128083,39_28_86_15_39,
63,687_99_011011,20.080754,39_126_39,
63,121_99_110011,20.068594,39_28_86_15_39,
63,118_99_100111,20.068159,39_99_86_28_39,
63,121_99_100111,20.063561,39_28_86_15_39,
63,1050_99_010111,20.056490,39_28_86_29_39,
63,934_99_100111,20.054656,39_28_86_29_39,
63,934_99_001111,20.030360,39_29_86_28_39,
63,260_99_011011,20.028651,39_28_86_50_39,
63,1050_99_101001,19.998041,39_28_86_28_39,
63,687_99_110011,19.993518,39_28_86_29_39,
63,276_99_100111,19.986479,39_28_86_28_39,
63,121_99_111010,19.971123,39_126_39,
63,646_99_100111,19.966720,39_28_86_50_39,
63,184_99_100111,19.908302,39_29_86_28_39,
63,717_99_100111,19.785820,39_28_86_15_39,
63,920_99_101001,19.713546,39_15_86_28_39,
63,687_99_101001,19.679254,39_15_86_28_39,
63,855_99_001111,19.647858,39_126_39,
63,1145_99_100111,19.632278,39_28_86_50_39,
63,934_99_100110,19.379479,39_126_39,
63,121_99_100100,18.784711,39_28_86_28_39,
63,1145_99_001011,18.741851,39_29_86_28_39,
63,934_658_100111,18.330587,39_28_86_28_39,
63,260_126_100111,18.154575,39_28_86_28_39,
63,1145_802_100111,16.885529,39_28_86_28_39,
64,1050_99_100111,20.623266,39_28_86_28_39,
64,260_99_100111,20.425153,39_28_86_28_39,
64,260_99_001111,20.381428,39_28_86_28_39,
64,1050_99_001111,20.269311,39_28_86_15_39,
64,920_99_100111,20.255715,39_15_86_28_39,
64,687_99_001111,20.252499,39_28_86_28_39,
64,920_99_001111,20.187350,39_28_86_15_39,
64,1050_99_011101,20.144343,39_28_86_50_39,
64,687_99_100111,20.128083,39_28_86_15_39,
64,687_99_011011,20.080754,39_126_39,
64,121_99_110011,20.068594,39_28_86_15_39,
64,118_99_100111,20.068159,39_99_86_28_39,
64,121_99_100111,20.063561,39_28_86_15_39,
64,1050_99_010111,20.056490,39_28_86_29_39,
64,934_99_100111,20.054656,39_28_86_29_39,
64,934_99_001111,20.030360,39_29_86_28_39,
64,260_99_101101,20.029055,39_15_86_28_39,
64,260_99_011011,20.028651,39_28_86_50_39,
64,1050_99_101001,19.998041,39_28_86_28_39,
64,118_99_010111,19.944339,39_126_39,
64,687_99_010111,19.935330,39_29_86_28_39,
64,1050_99_001101,19.743771,39_28_86_28_39,
64,687_99_101001,19.679254,39_15_86_28_39,
64,121_99_101001,19.539846,39_28_86_28_39,
64,260_99_011100,19.369932,39_28_86_15_39,
64,233_99_101001,19.159394,39_126_39,
64,121_99_001001,18.759805,39_28_86_28_39,
64,1050_750_100111,18.244117,39_28_86_28_39,
64,1050_489_001111,17.584688,39_28_86_28_39,
64,1050_352_100111,17.528654,39_28_86_28_39,
64,934_384_100111,17.518514,39_28_86_28_39,
64,1050_1007_001111,16.597669,39_28_86_28_39,
65,1050_99_100111,20.623266,39_28_86_28_39,
65,260_99_100111,20.425153,39_28_86_28_39,
65,260_99_001111,20.381428,39_28_86_28_39,
65,1050_99_001111,20.269311,39_28_86_15_39,
65,920_99_100111,20.255715,39_15_86_28_39,
65,687_99_001111,20.252499,39_28_86_28_39,
65,920_99_001111,20.187350,39_28_86_15_39,
65,1050_99_011101,20.144343,39_28_86_50_39,
65,687_99_100111,20.128083,39_28_86_15_39,
65,687_99_011011,20.080754,39_126_39,
65,121_99_110011,20.068594,39_28_86_15_39,
65,118_99_100111,20.068159,39_99_86_28_39,
65,121_99_100111,20.063561,39_28_86_15_39,
65,1050_99_010111,20.056490,39_28_86_29_39,
65,934_99_100111,20.054656,39_28_86_29_39,
65,1050_99_110001,20.042148,39_28_86_28_39,
65,934_99_001111,20.030360,39_29_86_28_39,
65,118_99_001111,20.025128,39_15_86_28_39,
65,1050_99_111000,19.708337,39_28_86_28_39,
65,934_99_100101,19.565189,39_15_86_28_39,
65,687_99_001011,19.438502,39_15_86_28_39,
65,1050_99_001100,19.012564,39_28_86_28_39,
65,687_99_100100,18.484028,39_28_86_28_39,
65,1050_722_010111,18.152562,39_28_86_28_39,
65,934_339_001111,18.047941,39_28_86_15_39,
65,920_913_011011,17.669523,39_3_86_28_39,
65,934_145_100111,17.488690,39_28_86_28_39,
65,934_855_001111,17.277813,39_28_86_28_39,
65,687_554_001111,17.027171,39_28_86_28_39,
65,687_267_001111,16.789481,39_28_86_15_39,
65,1050_800_011011,16.740942,39_28_86_28_39,
65,260_820_100111,16.311258,39_28_86_15_39,
66,1050_99_100111,20.623266,39_28_86_28_39,
66,260_99_100111,20.425153,39_28_86_28_39,
66,260_99_001111,20.381428,39_28_86_28_39,
66,1050_99_001111,20.269311,39_28_86_15_39,
66,920_99_100111,20.255715,39_15_86_28_39,
66,687_99_001111,20.252499,39_28_86_28_39,
66,920_99_001111,20.187350,39_28_86_15_39,
66,1050_99_011011,20.156195,39_28_86_50_39,
66,1050_99_011101,20.144343,39_28_86_50_39,
66,687_99_100111,20.128083,39_28_86_15_39,
66,687_99_011011,20.080754,39_126_39,
66,118_99_111100,20.072671,39_28_86_15_39,
66,121_99_110011,20.068594,39_28_86_15_39,
66,118_99_100111,20.068159,39_99_86_28_39,
66,121_99_100111,20.063561,39_28_86_15_39,
66,1050_99_010111,20.056490,39_28_86_29_39,
66,934_99_100111,20.054656,39_28_86_29_39,
66,1050_99_110001,20.042148,39_28_86_28_39,
66,1050_99_100110,19.846121,39_28_86_28_39,
66,1118_99_100111,19.845524,39_126_39,
66,118_99_011011,19.803090,39_126_39,
66,34_99_001111,19.775265,39_28_86_29_39,
66,863_99_100111,19.675786,39_126_39,
66,260_99_100101,19.617822,39_28_86_28_39,
66,934_99_100110,19.379479,39_126_39,
66,121_99_101010,19.203166,39_126_39,
66,1050_99_110000,19.180086,39_28_86_28_39,
66,260_478_100111,17.806361,39_28_86_28_39,
66,260_521_001111,17.347698,39_28_86_28_39,
66,920_176_100111,17.084178,39_28_86_28_39,
66,260_239_001111,16.446163,39_3_86_28_39,
66,687_673_010111,16.298317,39_3_86_28_39,
67,1050_99_100111,20.623266,39_28_86_28_39,
67,260_99_100111,20.425153,39_28_86_28_39,
67,260_99_001111,20.381428,39_28_86_28_39,
67,1050_99_110011,20.364921,39_28_86_28_39,
67,1050_99_001111,20.269311,39_28_86_15_39,
67,920_99_100111,20.255715,39_15_86_28_39,
67,687_99_001111,20.252499,39_28_86_28_39,
67,920_99_001111,20.187350,39_28_86_15_39,
67,1050_99_011011,20.156195,39_28_86_50_39,
67,1050_99_011101,20.144343,39_28_86_50_39,
67,687_99_100111,20.128083,39_28_86_15_39,
67,687_99_011011,20.080754,39_126_39,
67,118_99_111100,20.072671,39_28_86_15_39,
67,121_99_110011,20.068594,39_28_86_15_39,
67,118_99_100111,20.068159,39_99_86_28_39,
67,121_99_100111,20.063561,39_28_86_15_39,
67,1050_99_010111,20.056490,39_28_86_29_39,
67,121_99_001111,20.051853,39_28_86_15_39,
67,260_99_011011,20.028651,39_28_86_50_39,
67,118_99_001111,20.025128,39_15_86_28_39,
67,687_99_110011,19.993518,39_28_86_29_39,
67,121_99_111100,19.897778,39_28_86_15_39,
67,1050_99_011001,19.767268,39_28_86_28_39,
67,260_99_100101,19.617822,39_28_86_28_39,
67,687_99_110000,18.166658,39_28_86_28_39,
67,260_89_100111,17.966976,39_126_39,
67,118_219_100111,17.723478,39_28_86_28_39,
67,121_1160_110011,17.106061,39_28_86_28_39,
67,687_395_011011,16.564207,39_28_86_28_39,
67,1050_657_011101,16.433779,39_28_86_28_39,
67,687_376_011011,16.263217,39_28_86_28_39,
67,260_389_001111,16.205983,39_15_86_28_39,
68,1050_99_100111,20.623266,39_28_86_28_39,
68,260_99_100111,20.425153,39_28_86_28_39,
68,260_99_001111,20.381428,39_28_86_28_39,
68,1050_99_110011,20.364921,39_28_86_28_39,
68,1050_99_001111,20.269311,39_28_86_15_39,
68,920_99_100111,20.255715,39_15_86_28_39,
68,687_99_001111,20.252499,39_28_86_28_39,
68,920_99_101101,20.192719,39_28_86_50_39,
68,920_99_001111,20.187350,39_28_86_15_39,
68,1050_99_011011,20.156195,39_28_86_50_39,
68,1050_99_011101,20.144343,39_28_86_50_39,
68,687_99_100111,20.128083,39_28_86_15_39,
68,1050_99_111010,20.117023,39_126_39,
68,687_99_111100,20.111416,39_15_86_28_39,
68,687_99_011011,20.080754,39_126_39,
68,118_99_111100,20.072671,39_28_86_15_39,
68,121_99_110011,20.068594,39_28_86_15_39,
68,118_99_100111,20.068159,39_99_86_28_39,
68,121_99_100111,20.063561,39_28_86_15_39,
68,121_99_001111,20.051853,39_28_86_15_39,
68,687_99_110011,19.993518,39_28_86_29_39,
68,587_99_100111,19.982499,39_126_39,
68,260_99_111100,19.976171,39_15_86_28_39,
68,920_99_010011,19.913291,39_28_86_28_39,
68,421_99_111100,19.880036,39_28_86_50_39,
68,121_99_011011,19.874634,39_126_39,
68,655_99_011011,19.747222,39_28_86_50_39,
68,260_99_001110,19.581492,39_28_86_28_39,
68,260_99_011010,19.291366,39_126_39,
68,260_1044_100111,17.924410,39_28_86_28_39,
68,121_202_011011,16.609349,39_28_86_28_39,
68,920_530_001111,16.174035,39_126_39,
69,1050_99_100111,20.623266,39_28_86_28_39,
69,920_99_110011,20.502439,39_15_86_28_39,
69,260_99_100111,20.425153,39_28_86_28_39,
69,1050_99_111100,20.392313,39_28_86_28_39,
69,260_99_001111,20.381428,39_28_86_28_39,
69,1050_99_110011,20.364921,39_28_86_28_39,
69,1050_99_001111,20.269311,39_28_86_15_39,
69,920_99_100111,20.255715,39_15_86_28_39,
69,687_99_001111,20.252499,39_28_86_28_39,
69,920_99_111100,20.238807,39_15_86_28_39,
69,920_99_101101,20.192719,39_28_86_50_39,
69,920_99_001111,20.187350,39_28_86_15_39,
69,1050_99_011011,20.156195,39_28_86_50_39,
69,1050_99_011101,20.144343,39_28_86_50_39,
69,687_99_100111,20.128083,39_28_86_15_39,
69,1050_99_111010,20.117023,39_126_39,
69,687_99_111100,20.111416,39_15_86_28_39,
69,687_99_011011,20.080754,39_126_39,
69,118_99_111100,20.072671,39_28_86_15_39,
69,118_99_100111,20.068159,39_99_86_28_39,
69,118_99_001111,20.025128,39_15_86_28_39,
69,687_99_101101,19.854244,39_126_39,
69,1016_99_100111,19.826378,39_126_39,
69,778_99_011011,19.564839,39_126_39,
69,1050_58_110011,19.093405,39_28_86_28_39,
69,1050_99_000100,18.094914,39_28_86_28_39,
69,687_989_001111,18.029002,39_28_86_28_39,
69,687_1055_001111,17.732595,39_28_86_28_39,
69,118_579_100111,17.539867,39_126_39,
69,687_1044_011101,17.394521,39_28_86_28_39,
69,1050_239_100111,16.952841,39_28_86_15_39,
69,1050_711_011011,16.923253,39_3_86_28_39,
70,1050_99_111001,20.648055,39_28_86_28_39,
70,1050_99_100111,20.623266,39_28_86_28_39,
70,920_99_110011,20.502439,39_15_86_28_39,
70,260_99_100111,20.425153,39_28_86_28_39,
70,1050_99_111100,20.392313,39_28_86_28_39,
70,260_99_001111,20.381428,39_28_86_28_39,
70,1050_99_110011,20.364921,39_28_86_28_39,
70,576_99_100111,20.329677,39_28_86_50_39,
70,1050_99_001111,20.269311,39_28_86_15_39,
70,920_99_100111,20.255715,39_15_86_28_39,
70,687_99_001111,20.252499,39_28_86_28_39,
70,920_99_111100,20.238807,39_15_86_28_39,
70,920_99_101101,20.192719,39_28_86_50_39,
70,920_99_001111,20.187350,39_28_86_15_39,
70,1050_99_011011,20.156195,39_28_86_50_39,
70,1050_99_011101,20.144343,39_28_86_50_39,
70,687_99_100111,20.128083,39_28_86_15_39,
70,1050_99_111010,20.117023,39_126_39,
70,687_99_111100,20.111416,39_15_86_28_39,
70,920_99_111010,20.029403,39_28_86_50_39,
70,920_99_110001,20.007751,39_28_86_28_39,
70,687_99_110011,19.993518,39_28_86_29_39,
70,925_99_110011,19.917295,39_126_39,
70,566_99_111100,19.907973,39_28_86_29_39,
70,920_99_000101,18.967374,39_28_86_28_39,
70,920_99_011000,18.890351,39_28_86_28_39,
70,1050_99_000100,18.094914,39_28_86_28_39,
70,1050_388_011011,17.822283,39_28_86_28_39,
70,1050_519_011011,17.757533,39_28_86_28_39,
70,1050_87_110011,17.632537,39_28_86_28_39,
70,687_424_001111,16.918705,39_28_86_28_39,
70,920_482_110011,0.000000,bad file,
71,1050_99_111001,20.648055,39_28_86_28_39,
71,1050_99_100111,20.623266,39_28_86_28_39,
71,920_99_110011,20.502439,39_15_86_28_39,
71,260_99_100111,20.425153,39_28_86_28_39,
71,1050_99_111100,20.392313,39_28_86_28_39,
71,260_99_001111,20.381428,39_28_86_28_39,
71,1050_99_110011,20.364921,39_28_86_28_39,
71,576_99_100111,20.329677,39_28_86_50_39,
71,1024_99_110011,20.328709,39_28_86_28_39,
71,1050_99_001111,20.269311,39_28_86_15_39,
71,920_99_100111,20.255715,39_15_86_28_39,
71,687_99_001111,20.252499,39_28_86_28_39,
71,920_99_111100,20.238807,39_15_86_28_39,
71,920_99_101101,20.192719,39_28_86_50_39,
71,920_99_001111,20.187350,39_28_86_15_39,
71,1050_99_011011,20.156195,39_28_86_50_39,
71,1050_99_011101,20.144343,39_28_86_50_39,
71,687_99_011011,20.080754,39_126_39,
71,260_99_011011,20.028651,39_28_86_50_39,
71,776_99_100111,19.947847,39_28_86_29_39,
71,660_99_001111,19.722201,39_28_86_15_39,
71,1050_99_001110,19.637038,39_28_86_28_39,
71,260_99_011001,19.437534,39_28_86_28_39,
71,920_99_010010,19.369716,39_28_86_28_39,
71,1050_62_001111,17.981954,39_28_86_28_39,
71,1050_411_100111,17.837762,39_28_86_28_39,
71,1050_543_111100,17.716424,39_28_86_28_39,
71,920_637_001111,17.279669,39_28_86_28_39,
71,260_319_001111,16.714371,39_28_86_15_39,
71,687_184_001111,16.713532,39_28_86_28_39,
71,920_669_111100,16.680815,39_28_86_28_39,
71,1050_1205_111100,16.514357,39_28_86_28_39,
72,1050_99_111001,20.648055,39_28_86_28_39,
72,1050_99_100111,20.623266,39_28_86_28_39,
72,920_99_110011,20.502439,39_15_86_28_39,
72,260_99_100111,20.425153,39_28_86_28_39,
72,1050_99_111100,20.392313,39_28_86_28_39,
72,260_99_001111,20.381428,39_28_86_28_39,
72,1024_99_100111,20.365818,39_28_86_28_39,
72,1050_99_110011,20.364921,39_28_86_28_39,
72,576_99_100111,20.329677,39_28_86_50_39,
72,920_99_111001,20.328721,39_29_86_28_39,
72,1024_99_110011,20.328709,39_28_86_28_39,
72,1050_99_001111,20.269311,39_28_86_15_39,
72,920_99_100111,20.255715,39_15_86_28_39,
72,687_99_001111,20.252499,39_28_86_28_39,
72,920_99_111100,20.238807,39_15_86_28_39,
72,920_99_101101,20.192719,39_28_86_50_39,
72,920_99_001111,20.187350,39_28_86_15_39,
72,1050_99_110110,20.184884,39_28_86_50_39,
72,1050_99_011011,20.156195,39_28_86_50_39,
72,1024_99_111100,20.132498,39_28_86_15_39,
72,260_99_101101,20.029055,39_15_86_28_39,
72,659_99_001111,19.842684,39_29_86_28_39,
72,920_99_101100,19.698123,39_28_86_28_39,
72,1050_99_010100,19.203005,39_28_86_28_39,
72,920_99_001100,18.726689,39_28_86_28_39,
72,1050_680_001111,18.465493,39_50_86_28_39,
72,576_62_001111,18.244028,39_126_39,
72,920_381_110011,17.581712,39_28_86_28_39,
72,1050_1181_111100,17.018420,39_28_86_28_39,
72,260_984_001111,16.695353,39_28_86_28_39,
72,920_739_110011,16.342331,39_3_86_28_39,
72,920_845_100111,15.964399,39_28_86_15_39,
73,1050_99_111001,20.648055,39_28_86_28_39,
73,1050_99_100111,20.623266,39_28_86_28_39,
73,920_99_110011,20.502439,39_15_86_28_39,
73,260_99_100111,20.425153,39_28_86_28_39,
73,1050_99_111100,20.392313,39_28_86_28_39,
73,260_99_001111,20.381428,39_28_86_28_39,
73,687_99_111001,20.378393,39_28_86_28_39,
73,1024_99_100111,20.365818,39_28_86_28_39,
73,1050_99_110011,20.364921,39_28_86_28_39,
73,576_99_100111,20.329677,39_28_86_50_39,
73,920_99_111001,20.328721,39_29_86_28_39,
73,1024_99_110011,20.328709,39_28_86_28_39,
73,1050_99_001111,20.269311,39_28_86_15_39,
73,920_99_100111,20.255715,39_15_86_28_39,
73,687_99_001111,20.252499,39_28_86_28_39,
73,920_99_111100,20.238807,39_15_86_28_39,
73,920_99_101101,20.192719,39_28_86_50_39,
73,1050_99_101101,20.060393,39_28_86_50_39,
73,687_99_110011,19.993518,39_28_86_29_39,
73,260_99_111100,19.976171,39_15_86_28_39,
73,260_99_101110,19.922876,39_28_86_50_39,
73,1050_99_111000,19.708337,39_28_86_28_39,
73,576_99_100110,19.425204,39_28_86_29_39,
73,920_99_001000,18.090211,39_28_86_28_39,
73,1050_911_100111,17.728008,39_28_86_28_39,
73,1050_1073_110011,17.353871,39_3_86_28_39,
73,260_1050_100111,17.289080,39_28_86_28_39,
73,687_579_001111,17.156468,39_28_86_15_39,
73,1024_8_110011,17.029343,39_15_86_28_39,
73,1024_99_100000,16.900602,39_28_86_28_39,
73,920_585_111100,16.531032,39_28_86_28_39,
73,1024_852_101101,15.875761,39_28_86_28_39,
74,1050_99_111001,20.648055,39_28_86_28_39,
74,1050_99_100111,20.623266,39_28_86_28_39,
74,920_99_110011,20.502439,39_15_86_28_39,
74,260_99_100111,20.425153,39_28_86_28_39,
74,1050_99_111100,20.392313,39_28_86_28_39,
74,260_99_001111,20.381428,39_28_86_28_39,
74,687_99_111001,20.378393,39_28_86_28_39,
74,1024_99_100111,20.365818,39_28_86_28_39,
74,1050_99_110011,20.364921,39_28_86_28_39,
74,576_99_100111,20.329677,39_28_86_50_39,
74,920_99_111001,20.328721,39_29_86_28_39,
74,1024_99_110011,20.328709,39_28_86_28_39,
74,1050_99_001111,20.269311,39_28_86_15_39,
74,920_99_100111,20.255715,39_15_86_28_39,
74,687_99_001111,20.252499,39_28_86_28_39,
74,260_99_111001,20.251064,39_28_86_28_39,
74,920_99_111100,20.238807,39_15_86_28_39,
74,599_99_110011,20.170146,39_28_86_50_39,
74,1050_99_110010,20.008757,39_28_86_28_39,
74,1202_99_100111,19.827802,39_126_39,
74,1050_167_001111,19.814279,39_28_86_28_39,
74,1050_99_001110,19.637038,39_28_86_28_39,
74,920_99_001010,18.995437,39_28_86_28_39,
74,920_1142_110011,18.200607,39_28_86_28_39,
74,576_872_100111,18.161497,39_126_39,
74,1050_99_001000,18.146837,39_28_86_28_39,
74,1050_99_000100,18.094914,39_28_86_28_39,
74,1050_285_111001,17.779366,39_28_86_28_39,
74,920_66_110011,17.704878,39_28_86_28_39,
74,1024_543_111100,17.470263,39_28_86_28_39,
74,1050_195_111001,17.462828,39_28_86_28_39,
74,1050_694_001111,16.498566,39_28_86_15_39,
75,1050_99_111001,20.648055,39_28_86_28_39,
75,1050_99_100111,20.623266,39_28_86_28_39,
75,920_99_110011,20.502439,39_15_86_28_39,
75,260_99_100111,20.425153,39_28_86_28_39,
75,1050_99_111100,20.392313,39_28_86_28_39,
75,260_99_001111,20.381428,39_28_86_28_39,
75,687_99_111001,20.378393,39_28_86_28_39,
75,1024_99_100111,20.365818,39_28_86_28_39,
75,1050_99_110011,20.364921,39_28_86_28_39,
75,576_99_100111,20.329677,39_28_86_50_39,
75,920_99_111001,20.328721,39_29_86_28_39,
75,1024_99_110011,20.328709,39_28_86_28_39,
75,1050_99_001111,20.269311,39_28_86_15_39,
75,920_99_100111,20.255715,39_15_86_28_39,
75,687_99_001111,20.252499,39_28_86_28_39,
75,260_99_111001,20.251064,39_28_86_28_39,
75,920_99_001111,20.187350,39_28_86_15_39,
75,1050_99_101101,20.060393,39_28_86_50_39,
75,1024_99_111001,20.034691,39_28_86_15_39,
75,1024_99_001111,19.962578,39_15_86_28_39,
75,260_99_001110,19.581492,39_28_86_28_39,
75,1050_35_001111,18.744460,39_28_86_28_39,
75,920_262_100111,18.272875,39_126_39,
75,1050_99_010000,18.256292,39_28_86_28_39,
75,687_796_001111,17.695215,39_28_86_28_39,
75,260_443_111001,17.582032,39_28_86_28_39,
75,1050_255_110011,17.477515,39_28_86_28_39,
75,260_686_111001,17.389921,39_28_86_28_39,
75,1050_874_100111,17.194958,39_28_86_15_39,
75,1050_1025_111001,16.921882,39_28_86_15_39,
75,920_206_100111,16.292194,39_28_86_15_39,
75,920_778_100111,16.181949,39_28_86_28_39,
76,1050_99_111001,20.648055,39_28_86_28_39,
76,1050_99_100111,20.623266,39_28_86_28_39,
76,920_99_110011,20.502439,39_15_86_28_39,
